model_id;manufacturer;airline_code;airline;airline_row;aircraft_id;aircraft_type;registration;livery;parent_livery;Zusatzinfo;aircraft_name;livery_note;extra_info;model_extra;special_note;Shop;Shop_url;Preis;Versandkosten;Eigenfluege;postcards_raw;postkarte_info;postkarte_url;Preis_Postkarte;Foto;Photo_Source_Url;Photo_Image_Url;Photo_Credit;logo_id;vorhanden;angekommen;bestellt_am;Wunsch;Wunsch_Prio;source_sheet;source_row
LX011;Tucano Line;LX;Swiss;Swissair;AIB-A321-100;Airbus A321-100;HB-IOH;;;I:Swissair | L:The Qualiflyer Group;;The Qualiflyer Group;Swissair;;;Kleinanzeigen Finn;https://www.kleinanzeigen.de/s-anzeige/tucano-line-swissair-a321-1-400/3231715559-234-9491;21;7;;U:https://jjpostcards.com/de/ansichtskarten/3072-swissair-a321.html;;https://jjpostcards.com/de/ansichtskarten/3072-swissair-a321.html;1,35;https://www.airliners.net/photo/Swissair/Airbus-A321-111/107362/L;https://www.airliners.net/photo/Swissair/Airbus-A321-111/107362/L;https://imgproc.airliners.net/photos/airliners/2/6/3/0107362.jpg?v=v40;George Polfliet;SR_SWR;Wahr;2025-11-12;;FALSCH;;Swiss;12
LX002;Phoenix;LX;Swiss;Swiss;AIB-A321-200-SL;Airbus A321-200 (Sharklets);HB-ION;;;N:Lugano;Lugano;;;;;Swiss-Edelweiss Airplane Shop;https://swiss-edelweiss.li/;63,24;;x;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/9633-swissair-a321.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/9633-swissair-a321.html;0,85;https://www.planespotters.net/photo/1305538/hb-ion-swiss-airbus-a321-212-wl;https://www.planespotters.net/photo/1305538/hb-ion-swiss-airbus-a321-212-wl;https://cdn.plnspttrs.net/13364/hb-ion-swiss-airbus-a321-212-wl_PlanespottersNet_1305538_f175c76e53_o.jpg;Niclas Rebbelmund | @niclashco;LX_SWR;Wahr;;;FALSCH;;Swiss;13
WIS-LX-14;JC Wings;LX;Swiss;Swiss;AIB-A321-neo;Airbus A321neo;HB-JPA;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a321neo-swiss-hb-jpa-jc-wings-ew421n007-1400/;39,5;;;;;;;https://www.planespotters.net/photo/1753994/hb-jpa-swiss-airbus-a321-271nx;https://www.planespotters.net/photo/1753994/hb-jpa-swiss-airbus-a321-271nx;https://cdn.plnspttrs.net/41916/hb-jpa-swiss-airbus-a321-271nx_PlanespottersNet_1753994_956fce1760_o.jpg;Thomas Desmet Photography;LX_SWR;Falsch;;;WAHR;2;Swiss;14
LX018;Dragon Wings;LX;Swiss;Edelweiss;AIB-A330-200;Airbus A330-200;HB- IQZ;;;I:Edelweiss | N:Bahari;Bahari;;Edelweiss;;;Ebay bigbird1946;https://www.ebay.de/itm/336405846019;15;2,01;;U:https://jjpostcards.com/de/ansichtskarten/6978-edelweiss-a330.html;;https://jjpostcards.com/de/ansichtskarten/6978-edelweiss-a330.html;0,85;https://cdn.jetphotos.com/full/2/11550_1280047497.jpg;https://cdn.jetphotos.com/full/2/11550_1280047497.jpg;https://cdn.jetphotos.com/full/2/11550_1280047497.jpg;Peter Bakema;WK_EDW;Wahr;2026-02-13;;FALSCH;;Swiss;15
LX015;Phoenix;LX;Swiss;Swissair;BOE-747-200;Boeing 747-200;HB-IGB;;;I:Swissair | N:Zurich;Zurich;;Swissair;;;MW-Moba;https://mw-moba.de/Produkt/boeing-747-257b-swissair-hb-igb-phoenix-11836-1400/;35;0,77;;U:https://jjpostcards.com/de/ansichtskarten/4831-swissair-b747.html;;https://jjpostcards.com/de/ansichtskarten/4831-swissair-b747.html;1,35;https://www.airhistory.net/photo/672110/HB-IGB;https://www.airhistory.net/photo/672110/HB-IGB;;;SR_SWR;Wahr;2025-12-06;;FALSCH;;Swiss;19
LX007;JC Wings;LX;Swiss;Swiss;BOE-777-300ER;Boeing 777-300ER;HB-JNA;;;L:Faces of Swiss;;Faces of Swiss;;;;MW-MOBA;https://mw-moba.de/Produkt/boeing-777-300er-swiss-hb-jna-jc-wings-xx4683-1400/;39,5;2,43;;U:https://jjpostcards.com/de/ansichtskarten/31112-Swiss-B777.html;;https://jjpostcards.com/de/ansichtskarten/31112-Swiss-B777.html;1,05;https://www.planespotters.net/photo/729405/hb-jna-swiss-boeing-777-3deer;https://www.planespotters.net/photo/729405/hb-jna-swiss-boeing-777-3deer;https://cdn.plnspttrs.net/44709/hb-jna-swiss-boeing-777-3deer_PlanespottersNet_729405_cce4611356_o.jpg;Kelvin Jahae;LX_SWR;Wahr;2025-10-08;;FALSCH;;Swiss;20
LX001;;LX;Swiss;Swiss;BAE-146-300;British Aerospace Avro RJ100;HB-IXU;;;;;;;;;Swiss-Edelweiss Airplane Shop;https://swiss-edelweiss.li/;56,91;;x;I:vorhanden;vorhanden;;;https://www.planespotters.net/photo/321617/hb-ixu-swiss-british-aerospace-avro-rj100-146-rj100;https://www.planespotters.net/photo/321617/hb-ixu-swiss-british-aerospace-avro-rj100-146-rj100;https://cdn.plnspttrs.net/25700/hb-ixu-swiss-british-aerospace-avro-rj100-146-rj100_PlanespottersNet_321617_6d40267c8c_o.jpg;Lennart Böttcher;LX_SWR;Wahr;;;FALSCH;;Swiss;22
LX013;Herpa Wings;LX;Swiss;Swiss;CON-CV880;Convair CV-880 Golden Arrow;HB-ICL;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/convair-880-swissair-hb-icl-herpa-560528-1400/;34,5;0,85;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/27673-swissair-cv-880.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/27673-swissair-cv-880.html;1,35;https://www.airliners-airlines.de/fotoserien/swissair/hb_icl.jpg;https://www.airliners-airlines.de/fotoserien/swissair/hb_icl.jpg;https://www.airliners-airlines.de/fotoserien/swissair/hb_icl.jpg;;LX_SWR;Wahr;2025-11-12;;FALSCH;;Swiss;23
LX010;Witty Wings;LX;Swiss;Swissair;CON-CV990;Convair CV-990 Coronado;HB-ICC;;;I:Swissair | N:St. Gallen;St. Gallen;;Swissair;;;Ebay Felindre Diecast;https://www.ebay.de/itm/376644211863?_skw=1%2F400&itmmeta=01K8TKQVTGS1TSTH10Y1AR8G6V&hash=item57b1be9497%3Ag%3AfBsAAeSwZApo-mNk&LH_Auction=1;39,88;4,34;;U:https://jjpostcards.com/de/ansichtskarten/36596-Swissair-CV-990.html;;https://jjpostcards.com/de/ansichtskarten/36596-Swissair-CV-990.html;1,35;https://www.jetphotos.com/photo/6081412;https://www.jetphotos.com/photo/6081412;https://cdn.jetphotos.com/full/1/15878_1191737537.jpg;B720Jet;SR_SWR;Wahr;2025-11-05;;FALSCH;;Swiss;24
LX019;Gemini Jets;LX;Swiss;Swissair;DOU-DC6-B;Douglas DC-6B;HB-IBO;;;I:Swissair | N:Luzern;Luzern;;Swissair;;;Ebay Felindre Diecast;https://www.ebay.de/itm/297974448970;37,17;5,62;;U:https://jjpostcards.com/de/ansichtskarten/42043-Swissair-DC-6-Pan-Am-DC-7.html;;https://jjpostcards.com/de/ansichtskarten/42043-Swissair-DC-6-Pan-Am-DC-7.html;1,35;https://www.airliners.net/photo/Swissair/Douglas-DC-6B/108683;https://www.airliners.net/photo/Swissair/Douglas-DC-6B/108683;https://imgproc.airliners.net/photos/airliners/3/8/6/0108683.jpg?v=v40;Mel Lawrence;SR_SWR;Wahr;2026-02-27;;FALSCH;;Swiss;26
LX017;Gemini Jets;LX;Swiss;Swissair;DOU-DC8-30;Douglas DC-8-32;HB-IDA;;;I:Swissair;;;Swissair;;;Ebay Kontorbuer;https://www.ebay.de/itm/257315911157;17;1,84;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/25909-swissair-dc-8.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/25909-swissair-dc-8.html;1,35;https://www.airhistory.net/photo/249732/HB-IDA;https://www.airhistory.net/photo/249732/HB-IDA;;;SR_SWR;Wahr;2026-01-27;;FALSCH;;Swiss;27
LX016;Aeroclassics;LX;Swiss;Swissair;DOU-DC8-50;Douglas DC-8-53;HB-IDB;;;I:Swissair;;;Swissair;;;MW-Moba;https://mw-moba.de/Produkt/douglas-dc-8-50-swissair-hb-idb-aeroclassics-1400/;74,2;3,12;Sammelrg.;U:https://jjpostcards.com/de/ansichtskarten/8651-swissair-dc-8.html;;https://jjpostcards.com/de/ansichtskarten/8651-swissair-dc-8.html;0,85;https://www.airhistory.net/photo/373164/HB-IDB;https://www.airhistory.net/photo/373164/HB-IDB;;;SR_SWR;Wahr;2026-01-15;;FALSCH;;Swiss;28
WIS-LX-29;;LX;Swiss;Crossair;EMB-ERJ145;Embraer ERJ-145;HB-JAB;;;I:Crossair;;;Crossair;;;Flugzeugmodelle.com;;;;CHF 10;;;;;;;;;LX_CRX;Falsch;;;WAHR;2;Swiss;29
WIS-LX-31;;LX;Swiss;;MCD-DC9-30;McDonnell Douglas DC-9-30;;;;;;;;;;;;;;;;;;;;;;;;Falsch;;;WAHR;2;Swiss;31
LX008;JC Wings;LX;Swiss;Swissair;MCD-MD11;McDonnell Douglas MD-11;HB-IWI;;;I:Swissair | N:Dent Blanche;Dent Blanche;;Swissair;;;MW-Moba;https://mw-moba.de/Produkt/mcdonnell-douglas-md-11-swissair-hb-iwi-jc-wings-xx4051-1400/;44,5;2,74;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/9571-swissair-md-11.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/9571-swissair-md-11.html;1,35;https://abpic.co.uk/pictures/view/1072413;https://abpic.co.uk/pictures/view/1072413;;;SR_SWR;Wahr;2025-10-08;;FALSCH;;Swiss;32
LX004;Dragon Wings;LX;Swiss;Swiss;MCD-MD81;McDonnell Douglas MD-81;HB-IND;;;L:Servus Wien;;Servus Wien;;;;Ebay waffle-collectibles;;24,94;28,57;;U:https://jjpostcards.com/de/ansichtskarten/6605-swissair-md-80.html;;https://jjpostcards.com/de/ansichtskarten/6605-swissair-md-80.html;0,85;https://www.jetphotos.com/photo/10376450;https://www.jetphotos.com/photo/10376450;https://cdn.jetphotos.com/full/5/437914_1703236374.jpg;Paul Denton;LX_SWR;Wahr;2025-07-15;;FALSCH;;Swiss;33
BT001;Herpa Wings;BT;Air Baltic;AirBaltic;AIB-A220-300;Airbus A220-300;YL-AAU;;;L:100th Airbus A220;;100th Airbus A220;;;;Sklep Modelarski;https://shop.dcc24.eu/en/herpa/22453-herpa-562607-cs300-airbaltic-4013150562607.html;40,59;24,21;x;U:https://jjpostcards.com/de/ansichtskarten/38752-Air-Baltic-A220.html;;https://jjpostcards.com/de/ansichtskarten/38752-Air-Baltic-A220.html;1,35;https://www.planespotters.net/photo/1636685/yl-aau-airbaltic-airbus-a220-300-bd-500-1a11;https://www.planespotters.net/photo/1636685/yl-aau-airbaltic-airbus-a220-300-bd-500-1a11;https://cdn.plnspttrs.net/22819/yl-aau-airbaltic-airbus-a220-300-bd-500-1a11_PlanespottersNet_1636685_c82af198b3_o.jpg;Daniel Hunger;BT_BTI;Wahr;2025-10-10;;FALSCH;;AirBaltic;4
AB001;Dragon Wings;AB;Air Berlin;Air Berlin;AIB-A320-200;Airbus A320-200;D-ABDQ;;;;;;;;;Ebay philundines;https://www.ebay.de/itm/146906385605;15;1,9;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/10314-air-berlin-a320.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/10314-air-berlin-a320.html;1,35;https://www.planespotters.net/photo/172370/d-abdq-air-berlin-airbus-a320-214;https://www.planespotters.net/photo/172370/d-abdq-air-berlin-airbus-a320-214;https://cdn.plnspttrs.net/02966/d-abdq-air-berlin-airbus-a320-214_PlanespottersNet_172370_4a69abe2bf_o.jpg;Koschi;AB_BER;Wahr;2025-11-03;;FALSCH;;AirBerlin;6
AB004;Herpa Wings;AB;Air Berlin;Air Berlin;AIB-A320-200;Airbus A320-200;D-ABDA;;;;;;;;;Ebay bigbird1946;https://www.ebay.de/itm/336436876123;10,5;2,76;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/10528-air-berlin-a320.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/10528-air-berlin-a320.html;1,35;https://www.planespotters.net/photo/1232122/d-abda-air-berlin-airbus-a320-214;https://www.planespotters.net/photo/1232122/d-abda-air-berlin-airbus-a320-214;https://cdn.plnspttrs.net/25281/d-abda-air-berlin-airbus-a320-214_PlanespottersNet_1232122_1d6094355f_o.jpg;BjörnD;AB_BER;Wahr;2026-02-27;;FALSCH;;AirBerlin;7
WIS-AB-17;Herpa Wings;AB;Air Berlin;Air Berlin;BOE-737-700-WL;Boeing 737-700 (Winglets);D-ABBN;Boeing;-;I:Boeing Bemalung;;;Boeing Bemalung;;;MW-Moba;https://mw-moba.de/Produkt/boeing-737-700-air-berlin-dreamliner-d-abbn-herpa-561211-1400/;29,5;;;U:https://jjpostcards.com/de/ansichtskarten/11223-air-berlin-b737.html;;https://jjpostcards.com/de/ansichtskarten/11223-air-berlin-b737.html;1,35;https://www.jetphotos.com/photo/10785351;https://www.jetphotos.com/photo/10785351;https://cdn.jetphotos.com/full/6/74287_1668799357.jpg;Tamás Martényi;AB_BER;Falsch;;;WAHR;2;AirBerlin;17
AB003;Herpa Wings;AB;Air Berlin;Air Berlin;BOE-737-800-WL;Boeing 737-800 (Winglets);D-ABAF;;;;;;;;;Ebay krysset_4;https://www.ebay.de/itm/326941696366;17;5,42;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/2654-air-berlin-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/2654-air-berlin-b737.html;0,85;https://www.planespotters.net/photo/330892/d-abaf-air-berlin-boeing-737-86j-wl;https://www.planespotters.net/photo/330892/d-abaf-air-berlin-boeing-737-86j-wl;https://cdn.plnspttrs.net/18263/d-abaf-air-berlin-boeing-737-86j-wl_PlanespottersNet_330892_0d780fb0cb_o.jpg;BjörnD;AB_BER;Wahr;2026-01-23;;FALSCH;;AirBerlin;19
AB002;JC Wings;AB;Air Berlin;Air Berlin;BOE-757-200;Boeing 757-200;HB-IHR;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-757-200-air-berlin-hb-ihr-jc-wings-lh4091-1400/;28;0,61;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/10342-air-berlin-b757.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/10342-air-berlin-b757.html;1,35;https://www.planespotters.net/photo/079624/hb-ihr-air-berlin-boeing-757-2g5;https://www.planespotters.net/photo/079624/hb-ihr-air-berlin-boeing-757-2g5;https://cdn.plnspttrs.net/01988/hb-ihr-air-berlin-boeing-757-2g5_PlanespottersNet_079624_b926aba74f_o.jpg;Mark King;AB_BER;Wahr;2025-12-06;;FALSCH;;AirBerlin;20
AF001;Herpa Wings;AF;Air France;Air France;AIB-A318;Airbus A318-100;F-GUGD;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a318-air-france-f-gugd-herpa-562232-1400/;35;0,77;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/5649-air-france-a318.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/5649-air-france-a318.html;0,85;https://www.planespotters.net/photo/930200/f-gugd-air-france-airbus-a318-111;https://www.planespotters.net/photo/930200/f-gugd-air-france-airbus-a318-111;https://cdn.plnspttrs.net/13439/f-gugd-air-france-airbus-a318-111_PlanespottersNet_930200_b305cc94d7_o.jpg;Hugo Schwarzer;AF_AFR;Wahr;2025-12-06;;FALSCH;;AirFrance;11
WIS-AF-19;Dragon Wings;AF;Air France;;AIB-A340-300;Airbus A340-300;F-GLZB;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a340-300-air-france-f-glzb-dragon-wings-61403-1400/;22,5;;;;;;;https://www.planespotters.net/photo/829135/f-glzb-air-france-airbus-a340-312;https://www.planespotters.net/photo/829135/f-glzb-air-france-airbus-a340-312;https://cdn.plnspttrs.net/47347/f-glzb-air-france-airbus-a340-312_PlanespottersNet_829135_2e89d92821_o.jpg;LEDUC Bertrand;;Falsch;;;WAHR;2;AirFrance;19
AF002;Herpa Wings;AF;Air France;Air France;BOE-777-300ER;Boeing 777-300ER;F-GSQB;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-777-300er-air-france-f-gsqb-herpa-561259-1400/;26,94;1,38;Sammelrg.;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/31131-Air-France-B777.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/31131-Air-France-B777.html;1,35;https://www.planespotters.net/photo/057372/f-gsqb-air-france-boeing-777-328er;https://www.planespotters.net/photo/057372/f-gsqb-air-france-boeing-777-328er;https://cdn.plnspttrs.net/20675/f-gsqb-air-france-boeing-777-328er_PlanespottersNet_057372_61b97856e8_o.jpg;Rémi Dallot;AF_AFR;Wahr;2026-01-15;;FALSCH;;AirFrance;34
AF003;Herpa Wings;AF;Air France;Air France HOP;EMB-E170-WL;Embraer E170 (Winglets);F-HBXE;;;L:Hop! for Air France;;Hop! for Air France;;;;MW-Moba;https://mw-moba.de/Produkt/embraer-e170-hop-for-air-france-f-hbxe-herpa-562621-1400/;32,5;1,13;Sammelrg.;U:https://jjpostcards.com/de/ansichtskarten/32999-regional-airl-hop-embraer-170.html;;https://jjpostcards.com/de/ansichtskarten/32999-regional-airl-hop-embraer-170.html;1,05;https://www.planespotters.net/photo/1444982/f-hbxe-hop-embraer-erj-170std-erj-170-100;https://www.planespotters.net/photo/1444982/f-hbxe-hop-embraer-erj-170std-erj-170-100;https://cdn.plnspttrs.net/16776/f-hbxe-hop-embraer-erj-170std-erj-170-100_PlanespottersNet_1444982_d7ddd6633a_o.jpg;Elwin Wagner;A5_HOP;Wahr;2026-01-15;;FALSCH;;AirFrance;53
AZ002;Gemini Jets;AZ;Alitalia;Alitalia;AIB-A330-200;Airbus A330-200;EI-EJG;;;N:Raffaelo Sanzio;Raffaelo Sanzio;;;;;Ebay bigbird1946;https://www.ebay.de/itm/336405838642;15,5;2,07;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/9829-alitalia-a330.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/9829-alitalia-a330.html;1,35;https://www.planespotters.net/photo/408884/ei-ejg-alitalia-compagnia-aerea-italiana-airbus-a330-202;https://www.planespotters.net/photo/408884/ei-ejg-alitalia-compagnia-aerea-italiana-airbus-a330-202;https://cdn.plnspttrs.net/46755/ei-ejg-alitalia-compagnia-aerea-italiana-airbus-a330-202_PlanespottersNet_408884_152e04380f_o.jpg;Roland Winkler;AZ_AZA;Wahr;2026-02-13;;FALSCH;;Alitalia;9
WIS-AZ-12;Herpa Wings;AZ;Alitalia;Alitalia;BOE-747-200;Boeing 747-200;I-DEMV;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-747-200-alitalia-i-demv-herpa-560283-1400/;32,5;;;U:https://jjpostcards.com/de/ansichtskarten/2908-alitalia-b747.html;;https://jjpostcards.com/de/ansichtskarten/2908-alitalia-b747.html;0,85;https://www.jetphotos.com/photo/8264957;https://www.jetphotos.com/photo/8264957;https://cdn.jetphotos.com/full/6/69914_1461906341.jpg;PAUL LINK;AZ_AZA;Falsch;;;WAHR;2;Alitalia;12
AZ003;Gemini Jets;AZ;Alitalia;Alitalia;BOE-777-200ER;Boeing 777-200ER Extended Range;I-DISA;;;N:Taormina;Taormina;;;;;Ebay bigbird1946;https://www.ebay.de/itm/336412108496;16,01;2,14;;U:https://jjpostcards.com/de/ansichtskarten/10015-alitalia-b777.html;;https://jjpostcards.com/de/ansichtskarten/10015-alitalia-b777.html;1,35;https://www.jetphotos.com/photo/7936576;https://www.jetphotos.com/photo/7936576;https://cdn.jetphotos.com/full/6/89610_1416346915.jpg;BaszB;AZ_AZA;Wahr;2026-02-13;;FALSCH;;Alitalia;15
AZ001;Gemini Jets;AZ;Alitalia;Alitalia;DOU-DC8-40;Douglas DC-8-40;I-DIWA;;;;;;;;;Kleinanzeigen Matthias Kock;;30;;;U:https://jjpostcards.com/de/ansichtskarten/37117-Alitalia-DC-8.html;;https://jjpostcards.com/de/ansichtskarten/37117-Alitalia-DC-8.html;1,35;https://www.azfleet.info/aerei/douglas-dc8/i-diwa;https://www.azfleet.info/aerei/douglas-dc8/i-diwa;;;AZ_AZA;Wahr;;;FALSCH;;Alitalia;16
WIS-AZ-20;Aeroclassics;AZ;Alitalia;Alitalia;MCD-DC9-30F;McDonnell Douglas DC-9-32F;I-DIKG;;;I:Alitalia Cargo System;;;Alitalia Cargo System;;;Ebay Felindre Diecast;https://www.ebay.de/itm/298022141954?_skw=1%2F400&itmmeta=01KQS1QJAKW1ZEM9KHVTCRM0GW&hash=item4563810002:g:YmoAAeSw9whpDK6t;;;;U:https://jjpostcards.com/de/ansichtskarten/7224-alitalia-cargo-dc-9.html;;https://jjpostcards.com/de/ansichtskarten/7224-alitalia-cargo-dc-9.html;0,85;https://www.planespotters.net/photo/1893627/i-dikg-alitalia-linee-aeree-italiane-mcdonnell-douglas-dc-9-32f;https://www.planespotters.net/photo/1893627/i-dikg-alitalia-linee-aeree-italiane-mcdonnell-douglas-dc-9-32f;https://cdn.plnspttrs.net/01065/i-dikg-alitalia-linee-aeree-italiane-mcdonnell-douglas-dc-9-32f_PlanespottersNet_1893627_759440bd38_o.jpg;Ken Fielding;AZ_AZA;Falsch;;;WAHR;1;Alitalia;20
BA001;Herpa Wings;BA;British Airways;British Airways;SUD-Concorde;Aérospatiale/BAC Concorde;G-BOAD;;;;;;;;;Kleinanzeigen Josef Voß;;15;3,2;;U:https://jjpostcards.com/de/ansichtskarten/3021-british-airways-concorde.html;;https://jjpostcards.com/de/ansichtskarten/3021-british-airways-concorde.html;1,35;https://www.planespotters.net/photo/1658048/g-boad-british-airways-aerospatiale-bac-concorde-102;https://www.planespotters.net/photo/1658048/g-boad-british-airways-aerospatiale-bac-concorde-102;https://cdn.plnspttrs.net/11361/g-boad-british-airways-bac-concorde-102_PlanespottersNet_1658048_fd7b67a0f2_o.jpg;dn280;BA_BAW;Wahr;;;FALSCH;;BA;15
BA006;Aeroclassics;BA;British Airways;British Airways;BAC-111-400;BAC 1-11 Series 400;G-AVOE;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/bac-111-one-eleven-british-airways-g-avoe-aeroclassics-1400/;36,89;1,55;Sammelrg.;;;;;https://abpic.co.uk/pictures/view/1178552;https://abpic.co.uk/pictures/view/1178552;;;BA_BAW;Wahr;2026-01-15;;FALSCH;;BA;16
WIS-BA-20;Gemini Jets;BA;British Airways;British Airways;BOE-737-200;Boeing 737-200;G-BGDE;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/set-2pcs-boeing-737-200-british-airways-g-bgde-g-bgdt-gemini-jets-gjbawset1-3557373-1400/;17,25;;;;;;;https://www.planespotters.net/photo/347613/g-bgde-british-airways-boeing-737-236-adv;https://www.planespotters.net/photo/347613/g-bgde-british-airways-boeing-737-236-adv;https://cdn.plnspttrs.net/31789/g-bgde-british-airways-boeing-737-236-adv_PlanespottersNet_347613_edd8ce38cb_o.jpg;Donato Bolelli;BA_BAW;Falsch;;;WAHR;2;BA;20
WIS-BA-21;Gemini Jets;BA;British Airways;British Airways;BOE-737-200;Boeing 737-200;G-BGDT;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/set-2pcs-boeing-737-200-british-airways-g-bgde-g-bgdt-gemini-jets-gjbawset1-3557373-1400/;17,25;;;U:https://jjpostcards.com/de/ansichtskarten/16822-british-regionalba-expr-b737.html;;https://jjpostcards.com/de/ansichtskarten/16822-british-regionalba-expr-b737.html;0,85;https://www.planespotters.net/photo/1149864/g-bgdt-british-airways-boeing-737-236-adv;https://www.planespotters.net/photo/1149864/g-bgdt-british-airways-boeing-737-236-adv;https://cdn.plnspttrs.net/40391/g-bgdt-british-airways-boeing-737-236-adv_PlanespottersNet_1149864_6bd6d9d61b_o.jpg;Marco Dotti;BA_BAW;Falsch;;;WAHR;2;BA;21
WIS-BA-29;Gemini Jets;BA;British Airways;British Asia Airways;BOE-747-400;Boeing 747-400;G-CIVB;;;I:British Asia Airways;;;British Asia Airways;;;MW-Moba;https://mw-moba.de/Produkt/boeing-747-400-british-asia-airways-chelsea-rose-england-g-civb-gemini-jets-gjbaw021-1400/;29,5;;;;;;;https://www.jetphotos.com/photo/11580371;https://www.jetphotos.com/photo/11580371;;;BR_BAW;Falsch;;;WAHR;2;BA;29
WIS-BA-34;Gemini Jets;BA;British Airways;British Airways;BOE-777-200;Boeing 777-200;G-VIIJ;;;N:Scotland;Scotland;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-777-200-british-airways-scotland-g-viij-gemini-jets-gjbaw355-3557466-1400/;32,5;;;;;;;https://www.planespotters.net/photo/1089688/g-viij-british-airways-boeing-777-236er;https://www.planespotters.net/photo/1089688/g-viij-british-airways-boeing-777-236er;;;BA_BAW;Falsch;;;WAHR;2;BA;34
BA004;Gemini Jets;BA;British Airways;British Airways;BOE-787-8;Boeing 787-8 Dreamliner;G-ZBJG;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-787-8-british-airways-g-zbjg-gemini-jets-gjbaw2107-1400/;30;0,66;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/26711-british-airways-b787.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/26711-british-airways-b787.html;1,35;https://www.planespotters.net/photo/1513102/g-zbjg-british-airways-boeing-787-8-dreamliner;https://www.planespotters.net/photo/1513102/g-zbjg-british-airways-boeing-787-8-dreamliner;https://cdn.plnspttrs.net/44486/g-zbjg-british-airways-boeing-787-8-dreamliner_PlanespottersNet_1513102_b4e550bad7_o.jpg;John Robert Murdoch;BA_BAW;Wahr;2025-12-06;;FALSCH;;BA;36
BA005;Gemini Jets;BA;British Airways;British Airways;BAE-146-200;British Aerospace 146-200;G-GNTZ;;;;;;;;;MW-Moba;https://mw-moba.de/Produkt/bae-146-rj-85-british-airways-g-gntz-gemini-jets-gjbaw678-1400/;40;0,88;;I:andere Bemalung | U:https://jjpostcards.com/de/ansichtskarten/15009-british-regionalba-expr-146.html;andere Bemalung;https://jjpostcards.com/de/ansichtskarten/15009-british-regionalba-expr-146.html;0,85;https://abpic.co.uk/pictures/view/1732136;https://abpic.co.uk/pictures/view/1732136;;;BA_BAW;Wahr;2025-12-06;;FALSCH;;BA;42
BA010;Aeroclassics;BA;British Airways;BEA;DOU-C47;Douglas C-47 Dakota;G-ALXN;;;I:BEA;;;BEA;;;Kleinanzeigen.de Zolldenstein;https://www.kleinanzeigen.de/s-anzeige/grosse-sammlung-an-1-400-flugzeugmetallmodellen-abzugeben/3401381031-234-7939;15;4,62;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/8752-bea-dc-3.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/8752-bea-dc-3.html;1,35;https://abpic.co.uk/pictures/view/1045011;https://abpic.co.uk/pictures/view/1045011;;;BE_BEA;Wahr;2026-05-28;;FALSCH;;BA;55
